training_id,employee_id,course_name,category,start_date,end_date,duration_days,completion_status,score,cost_lkr,trainer,department,year
TRN404938,EMP006164,SQL Essentials,N/A,"December 23, 2023",30 Dec 2023,7,in progress,90,59526.2,internal,Research and Development,2023
TRN366062,EMP009873,Design Thinking,soft skills,2020/06/20,2020-07-02,12,in progress,,59743.47,Internal,Procurement,2020
TRN694828,EMP013198,SQL Essentials,Technical,11/04/2023,18 Apr 2023,7,Incomplete,58,92516.5,Online,Information Technology,2023
TRN818168,EMP009834,Cybersecurity Awareness,TECHNICAL,10-04-2020,2020-10-16,12,Completed,77,117134.94,Online,PROCUREMENT,2020
TRN735090,EMP014049,Python for Analytics,Technical,26/06/2024,07-05-2024,9,COMPLETED,72,37702.89,online,RnD,2024
TRN265714,EMP010109,Emotional Intelligence,,16/08/2021,,1,In Progress,45,97522.24,Online,finance,2021
TRN967916,EMP017580,Strategic Planning,Compliance,2024-03-17,2024/04/01,15,Incomplete,,123463.85,External,Ops,2024
TRN195904,EMP009602,Strategic Planning,Compliance,02-25-2023,02-28-2023,3,in progress,88,115272.71,internal,Engineering,2023
TRN267809,EMP015555,Presentation Skills,,2020/06/28,2020/07/04,6 days,Dropped,43,95108.82,online,R&D,2020
TRN372069,EMP002814,Cybersecurity Awareness,TECHNICAL,01-06-2022,10 Jan 2022,4,in progress,79,121480.01,EXTERNAL,marketing,2022
TRN242209,EMP008789,Data Analysis,technical,2023-10-19,,3,Dropped,47,96990.06,,Mktg,2023
TRN241077,EMP005208,Customer Handling,Leadership,2022/01/22,05/02/2022,14 days,Incomplete,63,76944.62,External,Eng,2022
TRN547571,EMP017185,Project Management,Compliance,2023-08-11,2023-08-25,14 days,COMPLETED,42,40229.74,Internal,MARKETING,2023
TRN865053,EMP011781,HR Compliance,technical,18 Nov 2020,2020-11-21,3,In Progress,,,EXTERNAL,Ops,2020
TRN229300,EMP004398,Strategic Planning,N/A,2021/06/13,21 Jun 2021,8,Completed,54,140950.35,online,R&D,2021
TRN490925,EMP008846,Power BI Basics,Leadership,12-16-2021,12-21-2021,5,Completed,51,30720.44,online,Slaes,2021
TRN385867,EMP009961,Advanced Excel,Soft Skills,2024-04-22,05-03-2024,11 days,Completed,78,44968.16,External,ENGINEERING,2024
TRN686229,EMP931388,Python for Analytics,Leadership,15 Jul 2021,2021-07-29,14,In Progress,82,141846.93,Online,PROCUREMENT,2021
TRN779118,EMP003388,Negotiation Skills,technical,"February 05, 2020",08/02/2020,3 days,completed,43,143789.16,internal,Fin,2020
TRN497824,EMP008902,Agile & Scrum,Technical,2021-08-16,"August 28, 2021",12,in progress,73,104873.21,online,customer support,2021
TRN295126,EMP000647,Negotiation Skills,Leadership,09-18-2020,"October 02, 2020",14,Dropped,62,131573.13,internal,marketing,2020
TRN647435,EMP000973,Python for Analytics,Technical,2024-02-07,"February 14, 2024",7,completed,74,95943.28,External,OPERATIONS,2024
TRN415250,EMP017824,Negotiation Skills,Soft Skills,09-12-2022,2022-09-16,4,COMPLETED,52,88748.01,Internal,IT,2022
TRN826536,EMP009239,Python for Analytics,soft skills,10-09-2022,10-14-2022,5,Incomplete,,15854.64,internal,FINANCE,2022
TRN840672,EMP003748,Negotiation Skills,Compliance,"September 22, 2020","October 06, 2020",14,Incomplete,91,135155.32,,Sales,2020
TRN799243,EMP010955,Financial Acumen,Compliance,28/03/2020,"March 29, 2020",1,Incomplete,72,,External,PROCUREMENT,2020
TRN855972,EMP010438,Negotiation Skills,soft skills,06-15-2020,28/06/2020,13,completed,60,12041.44,Online,Slaes,2020
TRN909421,EMP012529,Agile & Scrum,technical,30 Apr 2022,10/05/2022,10,in progress,73,73825.2,,Marketting,2022
TRN728667,EMP005189,Agile & Scrum,soft skills,"May 17, 2020","May 27, 2020",10,in progress,66,21959.74,online,legal,2020
TRN373375,EMP010304,Time Management,soft skills,22 Feb 2021,2021-02-25,3,COMPLETED,75,114242.66,Internal,legal,
TRN803018,EMP019342,Conflict Resolution,TECHNICAL,29 Feb 2024,07/03/2024,7,In Progress,72,146519.8,Online,Legal,2024
TRN661509,EMP004183,Power BI Basics,TECHNICAL,2020/04/30,05-02-2020,2,COMPLETED,55,48852.52,Internal,I.T.,2020
TRN513438,EMP005501,Cloud Computing Basics,Leadership,08/11/2023,19/11/2023,11,completed,91,51510.38,,Research and Development,2023
TRN117818,EMP018339,Agile & Scrum,Leadership,2023/12/03,2023-12-13,10,COMPLETED,57,76863.06,online,it,2023
TRN371590,EMP001510,HR Compliance,Soft Skills,25/08/2020,2020-09-05,11,In Progress,88,135310.71,Internal,Slaes,2020
TRN407804,EMP013929,SQL Essentials,soft skills,2023-06-27,2023/07/01,4 days,in progress,41,113599.98,Online,Customer service,2023
TRN295757,EMP016333,Emotional Intelligence,Technical,2022-01-07,2022-01-13,6,COMPLETED,,28841.24,,ADMIN,2022
TRN562175,EMP016796,Conflict Resolution,Compliance,2021/02/13,"February 28, 2021",15,COMPLETED,44,141293.24,EXTERNAL,Human Resources,2021
TRN889040,EMP976338,Negotiation Skills,,2022/05/31,06-13-2022,13,Incomplete,42,,Online,Engineering,2022
TRN168424,EMP018073,sql essentials,,15/08/2022,2022/08/21,6,in progress,81,47450.26,internal,Info Tech,2022
TRN133617,EMP009709,digital transformation,Leadership,11 Aug 2023,26/08/2023,15,,98,55183.99,Internal,Operatons,2023
TRN830490,EMP014518,Cloud Computing Basics,,2022-12-23,12-25-2022,2,in progress,58,,EXTERNAL,IT,2022
TRN588102,EMP012959,SQL Essentials,soft skills,2023/05/30,06-06-2023,7,Completed,,80501.96,,Research & Dev,2023
TRN362701,EMP017543,Six Sigma Green Belt,Technical,18 May 2021,31/05/2021,13,Completed,40,113726.09,Online,Marketing,2021
TRN180410,EMP005108,Leadership Fundamentals,Leadership,14/10/2020,10-21-2020,7,Incomplete,63,109671.15,Internal,Mktg,2020
TRN120507,EMP001902,Data Analysis,soft skills,27 Mar 2024,04-02-2024,6 days,,88,115263.88,Internal,Admin,2024
TRN996087,EMP019722,Negotiation Skills,Compliance,25 Sep 2022,10-06-2022,11,Incomplete,64,144960.19,internal,Fiance,2022
TRN177977,EMP007832,Financial Acumen,Compliance,2023/12/13,2023-12-18,5,completed,59,43977.3,Internal,ADMIN,2023
TRN930811,EMP007578,Time Management,N/A,2022-02-20,2022/03/01,9,COMPLETED,66,55537.47,Internal,Administraton,2022
TRN735130,EMP002200,HR Compliance,Technical,01 Sep 2020,,8,Dropped,43,71499.06,online,OPERATIONS,2020
TRN264144,EMP014027,Conflict Resolution,,07 Jan 2024,19/01/2024,12 days,completed,46,22159.25,Internal,customer support,2024
TRN473368,EMP009874,Power BI Basics,Leadership,15/12/2023,"December 24, 2023",9 days,Incomplete,59,136732.57,EXTERNAL,PROCUREMENT,2023
TRN231727,EMP018903,Presentation Skills,Compliance,2020-01-30,06/02/2020,7,in progress,69,9771.36,Online,Marketting,2020
TRN183938,EMP012351,Python for Analytics,,2022/05/14,15/05/2022,1 days,in progress,57,81384.23,Internal,FINANCE,2022
TRN759690,EMP003991,Conflict Resolution,Technical,2020/08/29,09-05-2020,7,Dropped,50,80097.73,External,sales,2020
TRN338395,EMP013300,Project Management,,05 Dec 2023,12-07-2023,2,Incomplete,40,134730.65,Online,FINANCE,2023
TRN672522,EMP012405,Leadership Fundamentals,soft skills,22 Sep 2020,25/09/2020,3,Completed,70,112986.16,EXTERNAL,Finance,2020
TRN969437,EMP012484,Strategic Planning,soft skills,03-13-2020,,5 days,In Progress,90,30918.93,online,Customer Support,2020
TRN386259,EMP012551,HR Compliance,soft skills,2023/06/09,12/06/2023,3,In Progress,74,88386.43,External,Legel,
TRN525079,EMP001169,Design Thinking,Leadership,17 May 2020,05-27-2020,10,in progress,53,145072.18,External,Admin,2020
TRN892325,EMP001361,Negotiation Skills,,2020-05-15,22/05/2020,7,Incomplete,53,8900.78,Online,R&D,2020
TRN759631,EMP019121,Financial Acumen,Compliance,05-07-2022,17 May 2022,10 days,Completed,,120150.08,,Eng,2022
TRN487559,EMP016816,Leadership Fundamentals,,29/12/2023,"January 02, 2024",4,in progress,76,94848.51,,Slaes,2023
TRN286509,EMP002543,Time Management,soft skills,08 Jul 2024,2024/07/12,4,In Progress,59,24423.71,Internal,PROCUREMENT,2024
TRN910778,EMP006098,Cybersecurity Awareness,N/A,28 Oct 2020,,14,In Progress,95,72693.89,internal,R&D,2020
TRN623041,EMP008673,Customer Handling,,07/06/2023,2023/06/21,14,in progress,51,41039.67,online,Operations,2023
TRN567028,EMP005864,agile & scrum,soft skills,10/05/2022,2022-05-23,13,,79,55108.09,,Procurment,2022
TRN569483,EMP015882,SQL Essentials,Compliance,15 Apr 2021,21/04/2021,6,in progress,90,37358.59,,Operatons,2021
TRN818100,EMP015064,Strategic Planning,TECHNICAL,2022/03/30,10/04/2022,11,completed,76,117402.13,Internal,Sale,2022
TRN496139,EMP006848,data analysis,soft skills,04-08-2022,2022/04/18,10,Incomplete,57,42629.89,internal,it,2022
TRN715467,EMP003490,Python for Analytics,N/A,09-08-2022,2022/09/17,9,in progress,62,90056.6,,PROCUREMENT,
TRN301399,EMP008216,Strategic Planning,Soft Skills,"June 20, 2024",06-22-2024,2,in progress,67,,Online,Marketting,2024
TRN168935,EMP009553,conflict resolution,Technical,"June 23, 2023",08 Jul 2023,15 days,Completed,58,13987.97,online,IT,2023
TRN731398,EMP012882,Power BI Basics,Technical,"May 20, 2023",05-25-2023,5,in progress,,141379.61,online,I.T.,2023
TRN449010,EMP017460,Cloud Computing Basics,N/A,"May 10, 2021",05-24-2021,14,COMPLETED,74,114491.01,,PROCUREMENT,2021
TRN987361,EMP010068,Risk Management,soft skills,26 Jun 2020,"July 10, 2020",14,completed,77,78126.86,External,Law,2020
TRN868231,EMP004982,HR Compliance,,2020/08/13,19/08/2020,6,COMPLETED,40,137146.19,Internal,Research and Development,2020
TRN419694,EMP011939,Data Analysis,Soft Skills,"April 24, 2024",2024-05-03,9,in progress,87,134999.57,internal,R&D,2024
TRN167756,EMP000583,Power BI Basics,Leadership,11-02-2020,11-05-2020,3,in progress,43,86905.19,internal,Fin,2020
TRN474991,EMP005953,Power BI Basics,technical,"January 25, 2024",2024-02-03,9,,54,94354.81,Online,MARKETING,2024
TRN949053,EMP019754,Communication Skills,N/A,2022-06-29,04 Jul 2022,5,COMPLETED,58,75497.0,online,operations,2022
TRN591275,EMP013646,presentation skills,technical,04-03-2024,07 Apr 2024,4,Completed,66,138630.94,,Mktg,2024
TRN365348,EMP015294,Emotional Intelligence,TECHNICAL,"July 19, 2024",07-28-2024,9,Completed,,61753.12,Online,customer support,
TRN515057,EMP013501,Communication Skills,technical,09-01-2023,09-13-2023,12,,59,41840.66,online,Marketting,2023
TRN455042,EMP014307,Strategic Planning,technical,17/05/2020,26 May 2020,9 days,completed,62,119280.99,,Eng,2020
TRN780974,EMP000729,Conflict Resolution,Technical,25/10/2021,05/11/2021,11,In Progress,70,142073.86,Internal,Administration,2021
TRN516855,EMP002711,Design Thinking,technical,02/09/2022,2022/09/08,6,Incomplete,41,99037.01,External,Marketing,2022
TRN552411,EMP000309,Power BI Basics,technical,"July 08, 2020",10/07/2020,2,Dropped,94,9333.12,Internal,r&d,2020
TRN416632,EMP011074,emotional intelligence,Technical,04-01-2021,04-14-2021,13,in progress,51,134967.28,internal,it,2021
TRN483057,EMP000766,Power BI Basics,Leadership,13/09/2023,23 Sep 2023,10,COMPLETED,64,137805.81,External,MARKETING,2023
TRN846526,EMP017314,Conflict Resolution,Compliance,03-26-2022,2022-03-28,2,,81,69753.02,Online,Marketing,2022
TRN413519,EMP002277,Leadership Fundamentals,Compliance,24/04/2021,05-06-2021,12,in progress,86,,,Customer service,
TRN765098,EMP002493,Design Thinking,,14 Jul 2023,25/07/2023,11,Completed,87,,Online,Procurement,2023
TRN228131,EMP005815,Customer Handling,N/A,"February 05, 2022",06 Feb 2022,1,,50,100243.07,Online,Customer service,2022
TRN720734,EMP007856,Power BI Basics,N/A,2020-04-28,12/05/2020,14,In Progress,87,128244.16,Online,Eng,2020
TRN146048,EMP018109,Data Analysis,Technical,05-24-2023,"June 01, 2023",8,Completed,41,103671.98,EXTERNAL,Mktg,2023
TRN962893,EMP017759,Advanced Excel,Technical,2020-02-05,"February 14, 2020",9,Dropped,94,62993.7,online,Proc,2020
TRN416595,EMP949034,Digital Transformation,soft skills,22 Nov 2023,26 Nov 2023,4,Incomplete,46,114983.27,EXTERNAL,ADMIN,2023
TRN804228,EMP008358,Risk Management,Compliance,23/04/2024,,12 days,,66,24181.27,,ADMIN,2024
TRN366295,EMP005652,Leadership Fundamentals,TECHNICAL,"August 02, 2022",2022/08/06,4,Incomplete,63,145937.41,online,ADMIN,2022
TRN806824,EMP012254,Six Sigma Green Belt,,30/04/2024,2024-05-02,2,COMPLETED,78,59017.62,Online,legal,2024
TRN419632,EMP006778,SQL Essentials,N/A,"June 15, 2023","June 16, 2023",1,completed,97,98167.71,EXTERNAL,Admin,2023
TRN838174,EMP003632,strategic planning,Compliance,11 Jun 2023,12/06/2023,1,,69,84411.54,internal,Procurment,2023
TRN314729,EMP017327,Digital Transformation,Soft Skills,10-21-2023,23 Oct 2023,2,Incomplete,74,140995.14,Online,it,2023
TRN995278,EMP908178,project management,,24/02/2021,2021-03-06,10,COMPLETED,67,72392.48,EXTERNAL,Human Resource,2021
TRN357704,EMP008329,Power BI Basics,Soft Skills,10/10/2021,14/10/2021,4,Dropped,80,94825.54,online,Proc,2021
TRN493296,EMP018152,Python for Analytics,soft skills,04-10-2022,21/04/2022,11,Incomplete,79,28087.05,online,Customer service,2022
TRN530537,EMP003692,Cloud Computing Basics,Soft Skills,01 Jan 2021,2021-01-10,9,in progress,85,103281.16,Online,Procurement,
TRN257626,EMP001009,Advanced Excel,Compliance,"June 09, 2022",2022/06/18,9,Completed,45,130570.61,online,sales,2022
TRN343064,EMP980927,Python for Analytics,TECHNICAL,27 Oct 2022,2022/10/28,1 days,,71,100085.43,,RnD,2022
TRN978457,EMP014557,Presentation Skills,Soft Skills,"October 06, 2021",13 Oct 2021,7,,68,101412.94,online,Administraton,2021
TRN796415,EMP014773,Customer Handling,Leadership,04-13-2022,2022-04-21,8,completed,71,11186.94,online,Procurement,2022
TRN815942,EMP004036,Design Thinking,Technical,12-21-2022,2023-01-03,13,Completed,46,75027.29,online,Research and Development,2022
TRN725788,EMP016579,Negotiation Skills,Technical,13 Apr 2021,14/04/2021,1,Dropped,85,138632.9,EXTERNAL,Customer service,2021
TRN374910,EMP016332,Design Thinking,Soft Skills,"June 01, 2021",06-03-2021,2,COMPLETED,96,32972.63,Online,Engineerng,2021
TRN829638,EMP006439,Agile & Scrum,TECHNICAL,2020-07-13,25 Jul 2020,12,COMPLETED,51,24539.63,EXTERNAL,OPERATIONS,2020
TRN710886,EMP007890,Data Analysis,soft skills,03-20-2022,2022-03-25,5,Incomplete,53,18746.78,internal,Procurment,2022
TRN999061,EMP011034,Presentation Skills,Leadership,23/01/2023,2023/01/26,3,Completed,100,53568.19,Internal,PROCUREMENT,2023
TRN775290,EMP013214,Leadership Fundamentals,,2020/02/17,2020/02/20,3,In Progress,44,119960.15,EXTERNAL,Slaes,2020
TRN688934,EMP016346,Design Thinking,N/A,"March 02, 2020",05 Mar 2020,3,Incomplete,40,81283.89,,Engineering,2020
TRN589639,EMP004687,SQL Essentials,soft skills,2022-09-17,22 Sep 2022,5,Completed,43,,online,Fin,2022
TRN395354,EMP004420,Cloud Computing Basics,,"June 02, 2024","June 03, 2024",1,In Progress,93,84224.36,internal,I.T.,2024
TRN433138,EMP016787,Communication Skills,,16 Mar 2022,21 Mar 2022,5,Dropped,,72834.7,,admin,2022
TRN672561,EMP008342,HR Compliance,Soft Skills,2021-10-03,10-14-2021,11,Dropped,91,38061.16,Internal,Operatons,2021
TRN954861,EMP019932,Digital Transformation,Compliance,2021-06-04,2021/06/08,4,,58,96508.75,EXTERNAL,Procurement,2021
TRN363176,EMP014016,Project Management,technical,27/12/2021,31/12/2021,4,In Progress,65,100792.66,External,Customer service,2021
TRN761736,EMP019098,Presentation Skills,soft skills,21/06/2020,22/06/2020,1,Incomplete,48,,,Legal,
TRN540146,EMP012180,HR Compliance,N/A,01-23-2022,2022/02/03,11,in progress,83,137092.04,,Fin,2022
TRN849533,EMP009293,Strategic Planning,Leadership,25 Oct 2022,05/11/2022,11,COMPLETED,43,121532.28,online,Research and Development,2022
TRN807272,EMP013745,Cloud Computing Basics,,"December 06, 2021","December 10, 2021",4 days,Completed,49,41809.63,External,RnD,2021
TRN659497,EMP000806,Six Sigma Green Belt,N/A,22/07/2021,"August 02, 2021",11,Incomplete,58,11428.11,,Info Tech,
TRN714060,EMP000449,leadership fundamentals,technical,04-29-2020,14/05/2020,15,In Progress,53,47035.86,online,Fiance,2020
TRN693962,EMP001173,HR Compliance,Leadership,"October 28, 2023",2023-11-10,13,Completed,77,134350.21,,Human Resources,
TRN839528,EMP004169,Agile & Scrum,Compliance,2021-04-12,25 Apr 2021,13,Completed,97,99024.29,External,Operations,2021
TRN609292,EMP011702,Python for Analytics,,15 Jan 2022,2022-01-17,2,Completed,56,48090.41,Online,Marketting,2022
TRN662790,EMP008760,Digital Transformation,N/A,09-05-2021,2021-09-13,8,completed,68,56101.78,Internal,OPERATIONS,
TRN651683,EMP000891,Cloud Computing Basics,Leadership,18/12/2022,2022/12/29,11,Completed,80,79635.44,Internal,Slaes,2022
TRN490302,EMP005968,Emotional Intelligence,soft skills,09/07/2024,"July 22, 2024",13,Incomplete,58,104413.69,External,r&d,2024
TRN411670,EMP016127,Presentation Skills,N/A,2023-02-19,"February 28, 2023",9,,79,121711.1,online,Research and Development,2023
TRN237798,EMP002970,Financial Acumen,Technical,02-15-2023,02-24-2023,9,Completed,,,Online,Fiance,2023
TRN290408,EMP011970,Customer Handling,Soft Skills,05/12/2021,12-15-2021,10,,78,130593.8,online,Law,2021
TRN930845,EMP013997,Power BI Basics,technical,"September 17, 2020",2020-09-19,2,In Progress,51,144307.27,External,Operatons,2020
TRN451544,EMP002318,Six Sigma Green Belt,Soft Skills,2022-12-08,,13 days,Completed,80,31333.26,External,ENGINEERING,2022
TRN380953,EMP002751,Time Management,Compliance,02 Feb 2024,02-12-2024,10,Dropped,,34804.63,External,Research & Dev,2024
TRN422412,EMP012907,Agile & Scrum,Technical,23 Apr 2020,30/04/2020,7,Dropped,63,54576.7,internal,Eng,2020
TRN368406,EMP013986,Emotional Intelligence,N/A,21/02/2022,"March 06, 2022",13,Dropped,83,23903.61,EXTERNAL,Legel,2022
TRN468151,EMP015685,Advanced Excel,technical,12 Feb 2022,"February 24, 2022",12,completed,54,73057.45,External,sales,2022
TRN667513,EMP014764,SQL Essentials,soft skills,"August 08, 2021",22/08/2021,14,COMPLETED,80,123120.88,Online,Fin,2021
TRN115304,EMP013711,power bi basics,,03-21-2023,"March 27, 2023",6,in progress,49,24453.27,online,Sale,2023
TRN933581,EMP006414,Advanced Excel,Soft Skills,05 Mar 2020,"March 18, 2020",13,In Progress,64,23976.63,EXTERNAL,IT,2020
TRN789808,EMP010232,time management,Compliance,2024-03-26,2024/04/07,12,,54,,External,Eng,2024
TRN295655,EMP002066,Cybersecurity Awareness,TECHNICAL,2023-05-06,14 May 2023,8,In Progress,86,10381.89,internal,Engineering,2023
TRN317513,EMP008239,Leadership Fundamentals,TECHNICAL,02-11-2023,2023/02/13,2,Dropped,88,,Internal,Sales,2023
TRN719839,EMP006586,Design Thinking,Technical,2024/01/14,16/01/2024,2,Completed,,102688.58,,OPERATIONS,2024
TRN830892,EMP005375,Python for Analytics,,27 Jul 2021,"August 10, 2021",14,Completed,89,61998.16,,IT,2021
TRN251274,EMP016089,Advanced Excel,Technical,2022/08/23,24 Aug 2022,1,COMPLETED,57,,Online,Marketing,2022
TRN896008,EMP006808,Digital Transformation,soft skills,2022/12/21,2023-01-01,11,completed,100,106771.04,EXTERNAL,customer support,2022
TRN269972,EMP005439,Six Sigma Green Belt,Leadership,"May 19, 2021",2021-06-03,15,,100,,External,customer support,2021
TRN137539,EMP005336,python for analytics,soft skills,07-31-2023,08-15-2023,15,Incomplete,40,48536.03,EXTERNAL,Sales,2023
TRN924254,EMP014778,Power BI Basics,Compliance,04-12-2023,,12,completed,65,88771.54,Online,r&d,2023
TRN753134,EMP015804,Strategic Planning,Soft Skills,2023-10-04,13 Oct 2023,9,COMPLETED,44,49226.65,Internal,Operations,2023
TRN885790,EMP009476,Digital Transformation,N/A,2021/09/30,2021/10/04,4,In Progress,98,116670.71,internal,Info Tech,2021
TRN680090,EMP004242,Power BI Basics,technical,2024-04-05,04-07-2024,2,Dropped,97,128853.57,External,Eng,2024
TRN243417,EMP001135,Conflict Resolution,,"June 06, 2023",2023/06/09,3,Incomplete,56,110535.68,online,R&D,2023
TRN296766,EMP014929,Financial Acumen,Leadership,2020/11/03,11-12-2020,9,COMPLETED,,36180.21,Online,I.T.,2020
TRN221374,EMP001150,Risk Management,soft skills,"May 12, 2021","May 17, 2021",5,,71,117484.35,internal,customer support,2021
TRN219325,EMP007863,Six Sigma Green Belt,TECHNICAL,01/01/2021,"January 16, 2021",15,Incomplete,88,147666.84,Internal,Operations,2021
TRN673492,EMP011973,Time Management,Soft Skills,02-25-2022,26/02/2022,1,,65,130218.76,External,finance,2022
TRN682024,EMP018956,Leadership Fundamentals,Technical,"September 22, 2021",2021/10/01,9,In Progress,76,107984.58,Internal,Info Tech,2021
TRN779719,EMP010188,Data Analysis,Compliance,04-14-2020,"April 28, 2020",14,,91,102122.65,External,Administration,2020
TRN121209,EMP015608,SQL Essentials,TECHNICAL,"December 07, 2020",12-12-2020,5,,,129726.94,External,human resources,2020
TRN964706,EMP002884,SQL Essentials,N/A,"November 20, 2022","November 29, 2022",9,completed,,78672.27,internal,r&d,2022
TRN800831,EMP002160,Conflict Resolution,N/A,2022-06-08,15 Jun 2022,7,Completed,96,99387.0,internal,customer support,2022
TRN838508,EMP014551,Project Management,Compliance,2021/10/03,2021/10/04,1,,88,138118.18,Online,sales,2021
TRN604497,EMP014530,Python for Analytics,Soft Skills,"August 08, 2023",08-10-2023,2,Incomplete,97,,internal,Customer service,2023
TRN965651,EMP004209,Cloud Computing Basics,,06-09-2023,20/06/2023,11,completed,55,9091.63,EXTERNAL,Operatons,2023
TRN617556,EMP013679,Customer Handling,soft skills,16/01/2020,22 Jan 2020,6,Dropped,85,52710.19,Internal,engineering,2020
TRN670494,EMP019754,Emotional Intelligence,Soft Skills,2022/02/21,"February 25, 2022",4,Completed,,98506.83,EXTERNAL,Human Resources,2022
TRN678958,EMP003096,Project Management,,2023-05-30,01 Jun 2023,2,Incomplete,89,96828.02,online,engineering,2023
TRN676794,EMP003258,Strategic Planning,N/A,2022-08-03,16/08/2022,13,in progress,76,88128.74,Internal,I.T.,2022
TRN125754,EMP016048,Leadership Fundamentals,Soft Skills,"February 14, 2024",19/02/2024,5,Completed,,145810.62,External,finance,2024
TRN764550,EMP019873,SQL Essentials,Soft Skills,05/06/2020,2020/06/18,13,,85,148304.7,Internal,Customer service,2020
TRN442751,EMP011178,Cloud Computing Basics,Compliance,23 Jun 2023,07 Jul 2023,14,Completed,42,121738.89,internal,FINANCE,2023
TRN568432,EMP012387,Cybersecurity Awareness,Leadership,2023-12-16,2023-12-27,11,Dropped,,149767.9,,Mktg,2023
TRN768012,EMP008680,Emotional Intelligence,TECHNICAL,01-07-2022,2022-01-21,14 days,COMPLETED,62,28710.28,,Eng,2022
TRN272675,EMP008017,Time Management,Compliance,2024/04/12,18 Apr 2024,6,Dropped,52,101463.93,,Finance,2024
TRN644499,EMP992170,Python for Analytics,Leadership,17 Jun 2021,06-19-2021,2 days,Dropped,42,29361.47,External,sales,2021
TRN196426,EMP007583,Emotional Intelligence,Leadership,10-03-2020,2020/10/07,4,In Progress,95,65675.06,External,I.T.,2020
TRN520991,EMP010046,Customer Handling,soft skills,23/08/2020,2020-09-04,12 days,,88,105371.66,External,I.T.,2020
TRN918156,EMP006809,Communication Skills,technical,12-29-2023,,1,Dropped,77,68049.43,,ADMIN,2023
TRN192823,EMP003483,Leadership Fundamentals,,2020/03/30,04-06-2020,7,in progress,,81031.63,Online,Information Technology,2020
TRN906662,EMP002581,Negotiation Skills,Compliance,"November 02, 2022",2022/11/08,6,Dropped,87,27709.99,Internal,Customer Support,2022
TRN889691,EMP005853,SQL Essentials,Technical,23/10/2022,27/10/2022,4,Completed,46,103303.94,,Marketing,2022
TRN165183,EMP003618,Strategic Planning,technical,26 Aug 2022,28 Aug 2022,2,COMPLETED,96,5719.96,Online,Fin,2022
TRN842363,EMP017183,Communication Skills,N/A,09/06/2022,2022/06/19,10,COMPLETED,73,44663.09,EXTERNAL,procurement,
TRN532705,EMP007340,Advanced Excel,Soft Skills,2023/08/11,22 Aug 2023,11,,63,28843.39,internal,SALES,2023
TRN473033,EMP013022,SQL Essentials,,"April 06, 2024",2024-04-12,6,COMPLETED,56,46038.05,Internal,FINANCE,2024
TRN982353,EMP009435,Power BI Basics,Leadership,2020-07-30,04/08/2020,5,Incomplete,68,12403.74,,Customer service,2020
TRN768998,EMP011889,Power BI Basics,N/A,15/06/2024,06-23-2024,8,,52,33066.39,External,Research and Development,2024
TRN621117,EMP011816,Communication Skills,technical,02 Jul 2020,15 Jul 2020,13,,99,145320.23,,Sale,2020
TRN835417,EMP984902,Presentation Skills,Soft Skills,"March 18, 2022",23/03/2022,5,Dropped,,143741.81,EXTERNAL,Customer service,2022
TRN418646,EMP008723,Communication Skills,soft skills,2020-07-14,22 Jul 2020,8,Dropped,60,15575.72,internal,Admin,2020
TRN800482,EMP016943,Cybersecurity Awareness,technical,2023/10/20,2023/10/24,4,completed,84,93696.54,,R&D,2023
TRN327741,EMP006757,Six Sigma Green Belt,TECHNICAL,04-09-2020,04-10-2020,1 days,completed,89,12058.61,External,OPERATIONS,2020
TRN159767,EMP001528,Cloud Computing Basics,Technical,2021-08-19,2021-08-23,4,In Progress,70,128686.71,internal,Customer service,2021
TRN871284,EMP013702,Agile & Scrum,technical,02-23-2023,01/03/2023,6,,54,,Online,operations,2023
TRN177392,EMP004182,Agile & Scrum,Leadership,06-02-2024,06-03-2024,1,in progress,69,145536.56,internal,Finance,2024
TRN509255,EMP011387,Data Analysis,TECHNICAL,2022/12/20,2022/12/31,11,Incomplete,44,135225.0,External,CS,2022
TRN777447,EMP015402,Project Management,Soft Skills,2020/04/30,01/05/2020,1,completed,83,147616.06,online,human resources,2020
TRN262145,EMP017296,Digital Transformation,,14/04/2020,04-25-2020,11,in progress,55,,EXTERNAL,Customer Support,2020
TRN353358,EMP006746,Design Thinking,technical,27 Jul 2022,03/08/2022,7 days,COMPLETED,,45046.66,External,Customer Support,2022
TRN194794,EMP007913,Design Thinking,N/A,2021-11-26,2021-12-07,11,completed,48,141930.57,External,finance,2021
TRN682924,EMP002480,Communication Skills,Compliance,"May 02, 2022",11 May 2022,9,,41,87839.37,online,Marketing,2022
TRN592737,EMP014551,Cloud Computing Basics,soft skills,27/07/2023,06/08/2023,10,In Progress,55,120143.84,,Customer Support,2023
TRN871680,EMP010979,Advanced Excel,technical,05-01-2024,,12,in progress,,,Online,Procurement,2024
TRN390179,EMP007871,Agile & Scrum,N/A,"April 08, 2020",04-14-2020,6,,71,49681.99,External,CS,2020
TRN170102,EMP009016,Customer Handling,Soft Skills,10-18-2022,11-01-2022,14,,45,84554.11,Online,Legel,2022
TRN299143,EMP003333,Presentation Skills,TECHNICAL,2023/02/25,05/03/2023,8,completed,,11550.34,Online,ENGINEERING,2023
TRN490714,EMP001485,Data Analysis,Leadership,10-20-2023,2023-10-21,1,Dropped,63,24448.05,EXTERNAL,Slaes,2023
