goal_id,employee_id,goal_type,goal_description,set_date,due_date,target_value,achieved_value,achievement_pct,status,quarter,department,priority
GOAL127051,EMP014807,Skill Development,Achieve skill development target for the period,17/12/2022,05-24-2023,103489.05,36314.02,35.1%,,Q2 2023,Administraton,
GOAL533193,EMP013185,Skill Development,Achieve skill development target for the period,22 Dec 2023,2024/02/05,896591.94,468997.41,52.3%,In Progress,Q1 2023,marketing,N/A
GOAL417690,EMP019763,Compliance,Achieve compliance target for the period,10-28-2021,02-12-2022,601898.27,762180.84,126.6%,Cancelled,2023-Q3,Research & Dev,MEDIUM
GOAL882460,EMP010367,Quality Improvement,,16/01/2022,03-29-2022,969154.49,284139.95,29.3%,,Q2 2022,Procurment,Medium
GOAL671727,EMP019552,Quality Improvement,Achieve quality improvement target for the period,2021-12-16,06-09-2022,141156.64,118467.33,83.9%,completed,,marketing,MEDIUM
GOAL361778,EMP006958,Sales Target,,2022-02-19,17 Apr 2022,652812.34,634763.03,97.2%,cancelled,Q3 2022,LEGAL,LOW
GOAL210645,EMP011125,Productivity,Achieve productivity target for the period,04-08-2023,31 Jul 2023,229785.73,155532.26,67.7%,In Progress,Q3 2022,Fiance,High
GOAL691373,EMP010197,Compliance,Achieve compliance target for the period,08 Oct 2022,"January 03, 2023",265320.13,173108.1,65.2%,Overdue,Q3 2021,Legal,Medium
GOAL755090,EMP012125,Innovation,Achieve innovation target for the period,05-01-2023,25/07/2023,302768.93,133318.34,44.0%,,Q1 2022,Finance,Low
GOAL250782,EMP005404,Skill Development,Achieve skill development target for the period,03-11-2022,2022-04-17,885896.85,682743.13,77.1%,overdue,Q2 2023,Mktg,Low
GOAL393332,EMP003791,Cost Reduction,Achieve cost reduction target for the period,2021-06-23,05 Aug 2021,670587.53,483982.82,72.2%,,Q2 2022,Information Technology,
GOAL746063,EMP002386,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,12 Apr 2022,09/10/2022,,178802.42,82.6%,overdue,Q2 2024,R&D,Medium
GOAL574833,EMP007363,Team Building,Achieve team building target for the period,16 Feb 2021,28 Jul 2021,954356.27,610580.17,64.0%,,Q12022,I.T.,Medium
GOAL346144,EMP019610,Team Building,Achieve team building target for the period,19 May 2022,22/07/2022,229166.27,116684.23,50.9%,overdue,q3 2022,Ops,N/A
GOAL557220,EMP009100,Training Completion,Achieve training completion target for the period,01-20-2024,2024-07-05,332213.2,,47.9%,cancelled,Q2-2023,LEGAL,High
GOAL839957,EMP001973,Cost Reduction,Achieve cost reduction target for the period,03-10-2023,2023-08-14,512714.61,284500.58,55.5%,N/A,2023-Q3,Operations,
GOAL780665,EMP003590,Process Improvement,Achieve process improvement target for the period,14 Dec 2021,2022-05-18,850387.3,523639.51,61.6%,overdue,Q3 2023,finance,Medium
GOAL270186,EMP014350,Customer Satisfaction,Achieve customer satisfaction target for the period,08/10/2021,"February 04, 2022",439554.67,203626.9,46.3%,Completed,2022 Q1,Ops,N/A
GOAL560606,EMP005933,Skill Development,Achieve skill development target for the period,"August 26, 2022",04/12/2022,520676.56,342924.65,65.9%,overdue,Q1 2021,RnD,high
GOAL128483,EMP001649,Skill Development,Achieve skill development target for the period,12-19-2022,05-20-2023,452709.33,505174.09,111.6%,in progress,Q1 2024,Legal,N/A
GOAL803251,EMP002844,Cost Reduction,,"February 16, 2023",13 May 2023,79274.37,,25.7%,,Q1 2024,operations,high
GOAL832678,EMP013931,Innovation,Achieve innovation target for the period,14/04/2022,"August 15, 2022",228003.75,60901.67,26.7%,In Progress,Q1 2021,Operations,N/A
GOAL638240,EMP011761,Revenue Growth,Achieve revenue growth target for the period,02-18-2023,05/04/2023,682229.79,557810.49,81.8%,Completed,Q2 2024,Operatons,High
GOAL728300,EMP001165,Innovation,Achieve innovation target for the period,05 Jan 2022,05 Mar 2022,523984.28,310241.41,59.2%,cancelled,Q4 2022,Admin,MEDIUM
GOAL233751,EMP002483,Training Completion,Achieve training completion target for the period,"July 17, 2023",09 Nov 2023,369659.1,289559.79,78.3%,N/A,Q3 2023,RnD,
GOAL449961,EMP010651,Sales Target,Achieve sales target target for the period,09 Jan 2024,2024-04-03,973451.65,934578.55,96.0%,Cancelled,,MARKETING,Low
GOAL779764,EMP002018,Sales Target,Achieve sales target target for the period,2021-02-08,11/07/2021,561084.01,357123.14,63.6%,Completed,Q3 2022,procurement,Medium
GOAL585619,EMP007338,Skill Development,Achieve skill development target for the period,2022-01-20,17 Jul 2022,112341.55,,99.8%,N/A,Q12022,Info Tech,high
GOAL179620,EMP003934,Training Completion,Achieve training completion target for the period,28 Oct 2021,2022/01/08,471451.8,108237.16,,N/A,2022 Q1,Human Resource,N/A
GOAL672824,EMP010878,PROJECT DELIVERY,Achieve project delivery target for the period,14 Jan 2023,20/02/2023,931552.59,239540.71,25.7%,in progress,2023-Q3,I.T.,
GOAL761274,EMP014526,Customer Satisfaction,,2022/11/02,12-12-2022,456534.26,,102.5%,N/A,q3 2022,Human Resource,Low
GOAL582347,EMP012913,Innovation,Achieve innovation target for the period,23 Nov 2023,2024-04-08,790085.26,905886.37,114.7%,N/A,Q4 2023,Engineerng,N/A
GOAL353837,EMP002179,Compliance,Achieve compliance target for the period,2023-08-23,,678932.38,222367.68,32.8%,Cancelled,Q3 2024,legal,
GOAL791321,EMP018392,Process Improvement,Achieve process improvement target for the period,21/02/2024,,576176.12,489016.5,84.9%,N/A,Q3 2023,marketing,LOW
GOAL289423,EMP004143,Process Improvement,Achieve process improvement target for the period,"July 22, 2022",2022-08-30,211107.21,242445.93,114.8%,Completed,Q12022,ADMIN,Medium
GOAL305213,EMP009180,Cost Reduction,Achieve cost reduction target for the period,21 Sep 2021,"February 01, 2022",564534.76,,31.6%,Completed,q3 2022,RnD,High
GOAL659260,EMP005914,Compliance,Achieve compliance target for the period,13/05/2022,"July 26, 2022",71655.02,64063.92,89.4%,in progress,Q2-2023,Information Technology,LOW
GOAL664462,EMP002119,Revenue Growth,Achieve revenue growth target for the period,10 Feb 2024,21 May 2024,,74651.27,32.8%,completed,Q3 2023,MARKETING,MEDIUM
GOAL551392,EMP002578,Quality Improvement,Achieve quality improvement target for the period,2021-06-07,2021/07/11,251343.5,120102.76,47.8%,completed,q2 2024,LEGAL,Medium
GOAL219928,EMP013315,Productivity,Achieve productivity target for the period,14 Jan 2024,"April 12, 2024",657840.9,266812.19,40.6%,Overdue,2022 Q1,engineering,MEDIUM
GOAL480687,EMP014852,Revenue Growth,Achieve revenue growth target for the period,"January 28, 2022",2022/04/10,762008.03,441936.36,58.0%,Completed,,Humaan Resources,High
GOAL667201,EMP000721,Sales Target,Achieve sales target target for the period,2022-09-26,"December 10, 2022",602676.39,613191.07,101.7%,cancelled,q3 2022,sales,N/A
GOAL585429,EMP016626,TRAINING COMPLETION,Achieve training completion target for the period,15/11/2022,05 Mar 2023,570864.75,462925.81,81.1%,Overdue,Q3 2021,Operatons,LOW
GOAL905845,EMP011197,Team Building,Achieve team building target for the period,2021-06-17,2021-12-07,800090.1,578627.4,72.3%,cancelled,Q1 2024,IT,MEDIUM
GOAL235882,EMP002363,Team Building,Achieve team building target for the period,2021-12-27,10/02/2022,751579.52,477718.58,63.6%,in progress,Q3 2022,CS,
GOAL827278,EMP010477,Sales Target,Achieve sales target target for the period,04 Jan 2023,"April 27, 2023",138083.61,172757.73,125.1%,completed,2022 Q1,PROCUREMENT,high
GOAL592353,EMP003352,Revenue Growth,Achieve revenue growth target for the period,2021/02/09,2021/05/02,333342.42,430858.29,129.3%,N/A,Q3 2021,customer support,Medium
GOAL625681,EMP017427,Skill Development,Achieve skill development target for the period,2021/09/22,24/11/2021,556659.99,619541.12,111.3%,Cancelled,Q2 2024,LEGAL,N/A
GOAL978328,EMP010135,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,23 Sep 2021,03-08-2022,723333.35,237636.91,32.9%,overdue,q3 2022,legal,high
GOAL315125,EMP001963,Compliance,Achieve compliance target for the period,2024-01-14,2024-05-13,270492.84,103787.83,38.4%,completed,Q1 2023,Research & Dev,
GOAL150368,EMP002771,Revenue Growth,Achieve revenue growth target for the period,2021-11-28,2022/02/16,808063.25,605625.5,74.9%,Completed,2023-Q3,Procurment,high
GOAL289510,EMP009119,Training Completion,Achieve training completion target for the period,01-06-2021,"March 01, 2021",405322.53,547940.61,135.2%,in progress,Q3 2023,Sale,N/A
GOAL901997,EMP010066,Skill Development,Achieve skill development target for the period,"January 27, 2024",2024-04-03,426376.38,513203.29,120.4%,In Progress,Q1 2023,human resources,Low
GOAL571932,EMP005403,Revenue Growth,Achieve revenue growth target for the period,2022-04-04,,616685.38,,60.0%,N/A,Q3 2023,Admin,MEDIUM
GOAL798843,EMP000884,Skill Development,Achieve skill development target for the period,05/07/2021,28/12/2021,882388.96,348387.74,39.5%,N/A,Q2 2024,Marketing,Low
GOAL244730,EMP010745,Compliance,Achieve compliance target for the period,24/08/2021,2022/02/18,526094.02,107973.22,20.5%,Cancelled,Q3 2021,SALES,high
GOAL167508,EMP011392,Sales Target,Achieve sales target target for the period,"November 28, 2021",01-03-2022,373007.37,,29.3%,Completed,Q3 2021,Proc,high
GOAL917451,EMP011725,Quality Improvement,Achieve quality improvement target for the period,10 Apr 2023,2023-08-02,,686240.26,,cancelled,Q1 2024,procurement,N/A
GOAL640472,EMP016180,Sales Target,Achieve sales target target for the period,2023/05/31,2023-07-06,987062.14,1081354.61,,N/A,2023-Q3,Sale,
GOAL589692,EMP017669,Team Building,Achieve team building target for the period,25 Jun 2021,09-13-2021,446307.63,567069.17,127.1%,in progress,q3 2022,human resources,High
GOAL885635,EMP000490,Productivity,Achieve productivity target for the period,2022/06/22,25/11/2022,588174.17,244768.52,41.6%,Completed,Q2-2023,H.R.,MEDIUM
GOAL675593,EMP009010,Project Delivery,Achieve project delivery target for the period,2021/01/29,,878598.94,1098075.59,125.0%,in progress,Q4 2023,Administraton,high
GOAL986519,EMP001994,Cost Reduction,Achieve cost reduction target for the period,21 Jul 2023,"November 22, 2023",133216.85,104972.39,78.8%,N/A,Q3 2021,MARKETING,Medium
GOAL880236,EMP017493,Training Completion,Achieve training completion target for the period,"March 24, 2021",2021-05-29,169711.49,104922.0,61.8%,Completed,q3 2022,Research and Development,Medium
GOAL632514,EMP012500,Revenue Growth,Achieve revenue growth target for the period,17/11/2021,12-20-2021,470472.71,470467.92,100.0%,,Q4 2023,Administration,N/A
GOAL244178,EMP006526,Sales Target,,2021/07/17,2021-10-12,354980.83,299398.79,84.3%,In Progress,Q3 2021,Marketing,Low
GOAL304441,EMP007107,Team Building,Achieve team building target for the period,"January 13, 2021",2021-05-25,664700.2,840962.47,126.5%,Overdue,Q2 2021,CS,Medium
GOAL910800,EMP000296,Cost Reduction,Achieve cost reduction target for the period,04-07-2022,15 May 2022,876830.68,799845.11,91.2%,,Q3 2024,Operatons,
GOAL602576,EMP016615,Skill Development,Achieve skill development target for the period,04/07/2022,30 Aug 2022,670405.1,549522.26,82.0%,Overdue,Q4 2023,Sales,Low
GOAL456175,EMP006593,Cost Reduction,Achieve cost reduction target for the period,09 Jun 2021,2021-08-12,332521.02,135954.5,40.9%,Completed,q2 2024,ADMIN,N/A
GOAL377443,EMP003989,Training Completion,Achieve training completion target for the period,"November 01, 2023",2024/01/16,308946.04,269153.01,87.1%,Cancelled,,Info Tech,Low
GOAL642505,EMP018103,Sales Target,Achieve sales target target for the period,15 Oct 2023,12-20-2023,530161.72,737096.33,139.0%,In Progress,Q3 2024,Administraton,
GOAL160188,EMP013933,Training Completion,Achieve training completion target for the period,02-20-2024,11/04/2024,360092.5,169609.31,47.1%,Overdue,Q3 2023,Operations,high
GOAL654303,EMP006341,Compliance,Achieve compliance target for the period,05 Jul 2022,"October 18, 2022",605237.01,230354.73,38.1%,Overdue,Q1 2022,Finance,N/A
GOAL753217,EMP017796,Sales Target,Achieve sales target target for the period,10 Feb 2021,2021-05-10,365390.81,440696.74,120.6%,Overdue,Q12022,Engineerng,LOW
GOAL586596,EMP006096,INNOVATION,Achieve innovation target for the period,07 Jul 2023,18/12/2023,383281.21,95404.29,24.9%,N/A,Q1 2023,SALES,High
GOAL792760,EMP012555,Skill Development,Achieve skill development target for the period,13 Jan 2021,"June 07, 2021",404826.98,,138.9%,cancelled,Q2 2021,Customer service,High
GOAL193453,EMP003325,Productivity,Achieve productivity target for the period,2023/05/24,,299498.13,376042.66,125.6%,overdue,Q3 2022,Customer service,
GOAL740483,EMP001711,Cost Reduction,Achieve cost reduction target for the period,22 Jan 2024,"June 03, 2024",859482.64,1029840.93,119.8%,In Progress,Q4 2021,PROCUREMENT,N/A
GOAL146541,EMP006331,Team Building,Achieve team building target for the period,"March 05, 2023",2023-05-08,513634.64,123299.81,24.0%,overdue,Q3 2021,PROCUREMENT,Low
GOAL858220,EMP000179,Sales Target,Achieve sales target target for the period,2021-08-08,30 Nov 2021,983605.35,1234069.01,125.5%,Cancelled,q2 2024,r&d,
GOAL612170,EMP019710,Quality Improvement,Achieve quality improvement target for the period,03/02/2021,30 Apr 2021,262151.45,205006.18,78.2%,cancelled,Q2 2021,it,
GOAL450103,EMP011279,Quality Improvement,Achieve quality improvement target for the period,"March 08, 2022",08/07/2022,515071.84,503319.12,97.7%,overdue,q3 2022,ADMIN,High
GOAL248251,EMP017947,Team Building,Achieve team building target for the period,11 Aug 2021,"December 04, 2021",,92992.93,111.8%,Cancelled,Q1 2024,Cust Support,Low
GOAL773047,EMP016411,Compliance,Achieve compliance target for the period,2022/10/19,04-11-2023,984013.12,465748.13,47.3%,completed,Q2-2023,Enginering,Low
GOAL831780,EMP003270,Revenue Growth,Achieve revenue growth target for the period,14 Jan 2021,28 Apr 2021,201448.05,226002.37,112.2%,Overdue,Q1 2022,marketing,High
GOAL242274,EMP019920,Quality Improvement,Achieve quality improvement target for the period,2021/01/03,"February 28, 2021",852870.43,762107.96,89.4%,Completed,q3 2022,LEGAL,High
GOAL999869,EMP017167,COST REDUCTION,Achieve cost reduction target for the period,2022/09/04,12-27-2022,201973.29,258750.99,128.1%,completed,q2 2024,it,LOW
GOAL630856,EMP012679,TEAM BUILDING,Achieve team building target for the period,03-31-2023,06-26-2023,418373.13,444895.84,106.3%,Overdue,Q3 2022,it,MEDIUM
GOAL831117,EMP001603,Team Building,Achieve team building target for the period,"December 10, 2022",2023/03/25,588454.38,781202.41,132.8%,,Q1 2022,Operations,MEDIUM
GOAL302196,EMP015755,Innovation,,2023/10/26,"January 18, 2024",677520.6,908202.51,134.0%,N/A,2022 Q1,procurement,Low
GOAL917784,EMP018217,Revenue Growth,Achieve revenue growth target for the period,2024-02-12,"July 10, 2024",707328.03,870255.72,123.0%,N/A,Q4 2023,Customer service,N/A
GOAL808397,EMP009095,Training Completion,,01 Feb 2024,,935156.96,1133816.92,121.2%,In Progress,Q2 2023,legal,
GOAL994239,EMP006694,Cost Reduction,Achieve cost reduction target for the period,02/03/2022,07-02-2022,185593.34,241847.65,130.3%,N/A,Q3 2024,Information Technology,N/A
GOAL310582,EMP005683,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,2022/06/02,08/10/2022,140889.72,31800.7,22.6%,Cancelled,Q1 2021,I.T.,LOW
GOAL569446,EMP010441,Training Completion,Achieve training completion target for the period,12 Feb 2024,"May 20, 2024",606992.97,746639.03,123.0%,overdue,Q2 2022,Customer service,MEDIUM
GOAL559293,EMP001213,Customer Satisfaction,Achieve customer satisfaction target for the period,2022/10/09,03-08-2023,677424.94,703037.9,103.8%,completed,Q4 2021,I.T.,high
GOAL303327,EMP016325,Training Completion,Achieve training completion target for the period,2022-08-08,13/11/2022,968589.99,616926.76,63.7%,completed,Q1 2023,ENGINEERING,LOW
GOAL341438,EMP007108,Process Improvement,Achieve process improvement target for the period,30 Sep 2021,2021-12-09,371298.83,415369.73,111.9%,N/A,Q1 2022,sales,
GOAL881787,EMP004894,Sales Target,Achieve sales target target for the period,06-26-2023,2023-10-19,734914.14,,136.1%,Completed,Q3 2021,HR,Low
GOAL843366,EMP009267,Customer Satisfaction,Achieve customer satisfaction target for the period,08/10/2023,11-11-2023,183076.42,59153.13,32.3%,Completed,Q1 2022,Fiance,LOW
GOAL721953,EMP004212,Productivity,Achieve productivity target for the period,2022/09/16,03-03-2023,65354.72,18699.28,28.6%,In Progress,Q3 2023,Slaes,High
GOAL778132,EMP001453,Skill Development,Achieve skill development target for the period,"April 13, 2023","September 21, 2023",505064.16,208046.17,41.2%,Completed,Q2 2021,Ops,N/A
GOAL766013,EMP011306,Quality Improvement,Achieve quality improvement target for the period,26/10/2022,2023-04-12,267418.38,237212.64,88.7%,overdue,2022 Q1,FINANCE,N/A
GOAL557452,EMP001218,Customer Satisfaction,Achieve customer satisfaction target for the period,"November 30, 2022","May 09, 2023",615492.7,225793.91,36.7%,In Progress,Q4 2022,r&d,Medium
GOAL844383,EMP019349,Training Completion,Achieve training completion target for the period,10-03-2023,03 Jan 2024,404923.62,371674.13,91.8%,Cancelled,Q1 2023,SALES,MEDIUM
GOAL258349,EMP006334,Productivity,Achieve productivity target for the period,"January 27, 2021",03-29-2021,990671.07,1057292.48,106.7%,Completed,Q3 2022,Fiance,High
GOAL806498,EMP019293,Compliance,Achieve compliance target for the period,"September 15, 2022",21/01/2023,833012.7,,65.0%,Cancelled,Q2 2023,ADMIN,Low
GOAL968137,EMP000142,Sales Target,Achieve sales target target for the period,15 Jun 2023,2023/09/13,565512.47,263596.08,46.6%,N/A,Q3 2021,Humaan Resources,high
GOAL972044,EMP001226,Cost Reduction,Achieve cost reduction target for the period,23 Aug 2021,31 Oct 2021,,61076.93,,,Q2 2024,MARKETING,Low
GOAL166157,EMP019708,Project Delivery,Achieve project delivery target for the period,15 Apr 2023,"September 13, 2023",419845.41,583960.05,139.1%,In Progress,Q4 2021,Human Resource,LOW
GOAL658121,EMP004019,Skill Development,,07 Aug 2021,"January 16, 2022",636438.65,530959.12,83.4%,,Q2 2024,admin,Medium
GOAL275034,EMP002965,Productivity,,01 Dec 2021,"April 21, 2022",366358.7,290709.83,79.4%,N/A,Q1 2023,Customer service,Low
GOAL279008,EMP017148,Compliance,Achieve compliance target for the period,2021/04/27,20/10/2021,984461.21,879854.35,89.4%,completed,Q12022,Operations,Medium
GOAL122927,EMP999926,Compliance,Achieve compliance target for the period,2021/01/03,"April 13, 2021",915690.02,191630.12,20.9%,In Progress,Q4 2021,MARKETING,high
GOAL236632,EMP008141,Project Delivery,Achieve project delivery target for the period,04/02/2024,"March 05, 2024",606555.99,551413.3,90.9%,,Q3 2024,Operatons,High
GOAL268225,EMP014644,Revenue Growth,Achieve revenue growth target for the period,"December 05, 2022",2023-02-06,796258.29,234353.1,29.4%,overdue,Q1 2021,Procurment,Low
GOAL538903,EMP002220,Innovation,Achieve innovation target for the period,2023-06-12,03 Oct 2023,851386.84,787275.09,92.5%,completed,Q2 2021,Administration,high
GOAL138612,EMP005806,Training Completion,Achieve training completion target for the period,2022/10/14,2023-02-18,156551.24,127464.04,81.4%,in progress,Q2-2023,Admin,High
GOAL191004,EMP018502,Sales Target,,06-17-2022,"September 25, 2022",704132.39,956987.85,135.9%,N/A,Q2 2024,Marketting,High
GOAL304012,EMP911044,Quality Improvement,Achieve quality improvement target for the period,2022/10/14,2023-01-01,488056.4,641433.91,131.4%,Completed,Q4 2022,Fin,MEDIUM
GOAL269152,EMP012613,TEAM BUILDING,Achieve team building target for the period,2021/08/04,24 Oct 2021,473994.54,516692.97,,Overdue,Q1 2022,RnD,
GOAL695475,EMP007112,Project Delivery,,23/02/2023,"April 29, 2023",663009.62,856087.15,129.1%,cancelled,q2 2024,Customer service,high
GOAL554860,EMP005036,Project Delivery,Achieve project delivery target for the period,03/11/2021,,102401.12,133547.01,130.4%,N/A,Q1 2024,operations,
GOAL701096,EMP003038,Team Building,Achieve team building target for the period,20/08/2022,10-07-2022,445035.49,400966.43,90.1%,Completed,Q2 2021,Eng,MEDIUM
GOAL240306,EMP000039,TRAINING COMPLETION,Achieve training completion target for the period,25 Jun 2022,"November 14, 2022",444488.0,363239.95,81.7%,completed,Q3 2024,Sale,Low
GOAL491502,EMP005727,Training Completion,Achieve training completion target for the period,2023/09/05,01-10-2024,449441.8,135027.73,30.0%,cancelled,2023-Q3,Admin,LOW
GOAL637611,EMP006095,Training Completion,Achieve training completion target for the period,2021-04-18,2021-08-05,336559.01,,89.0%,Cancelled,Q2 2021,Customer service,MEDIUM
GOAL229785,EMP000871,Cost Reduction,Achieve cost reduction target for the period,2022/04/12,21 Sep 2022,819688.7,864641.59,105.5%,,Q1 2022,Admin,High
GOAL226065,EMP013489,Process Improvement,Achieve process improvement target for the period,"July 10, 2023",20 Dec 2023,483677.08,,123.3%,cancelled,Q4 2021,Slaes,Low
GOAL200694,EMP004574,Process Improvement,Achieve process improvement target for the period,"April 07, 2023",09-29-2023,495458.22,,90.2%,Completed,Q1 2023,Operations,
GOAL489126,EMP004071,Team Building,Achieve team building target for the period,2021-09-03,09 Oct 2021,614534.55,378734.55,61.6%,overdue,Q2 2023,customer support,LOW
GOAL137490,EMP018957,Productivity,Achieve productivity target for the period,28/09/2023,20 Nov 2023,285085.8,176557.84,61.9%,Overdue,Q2 2022,Info Tech,
GOAL471365,EMP017998,Compliance,Achieve compliance target for the period,15 Nov 2021,2022-05-08,461764.05,263635.77,57.1%,In Progress,Q4 2021,Customer Support,N/A
GOAL355129,EMP926993,TRAINING COMPLETION,Achieve training completion target for the period,2022/06/23,,676596.44,364588.67,53.9%,Overdue,Q2 2021,HR,High
GOAL684171,EMP006723,SALES TARGET,Achieve sales target target for the period,2024/02/24,"August 07, 2024",531737.04,675339.24,127.0%,N/A,Q2 2024,marketing,
GOAL416841,EMP017438,Skill Development,Achieve skill development target for the period,03-23-2023,,757117.37,233470.78,30.8%,overdue,Q3 2022,finance,
GOAL840375,EMP007329,Compliance,Achieve compliance target for the period,14 Sep 2022,2023-01-09,391905.82,272450.75,69.5%,in progress,,H.R.,
GOAL278667,EMP011333,Quality Improvement,,2023-06-14,30 Sep 2023,888258.73,405989.77,45.7%,,Q3 2024,Procurement,
GOAL808671,EMP015391,Project Delivery,Achieve project delivery target for the period,04 Aug 2021,18/10/2021,450001.78,584665.82,,In Progress,Q3 2024,OPERATIONS,Medium
GOAL555611,EMP007332,Customer Satisfaction,,15 Jul 2023,11/10/2023,520312.99,,44.9%,In Progress,Q2 2022,Ops,high
GOAL753029,EMP006977,Skill Development,Achieve skill development target for the period,12 Jul 2021,2021-10-27,183129.85,86425.85,47.2%,In Progress,Q3 2023,Eng,
GOAL240966,EMP014387,Innovation,Achieve innovation target for the period,"May 11, 2022",2022-06-15,249049.47,181772.62,73.0%,,Q1 2024,Marketing,MEDIUM
GOAL805747,EMP019757,Innovation,Achieve innovation target for the period,13 Jul 2022,28/12/2022,312544.78,117618.32,37.6%,,Q1 2021,Finance,
GOAL867442,EMP014718,Cost Reduction,Achieve cost reduction target for the period,06 Jan 2023,03-23-2023,,282020.37,78.7%,overdue,Q12022,I.T.,High
GOAL634221,EMP016475,Quality Improvement,Achieve quality improvement target for the period,14/11/2021,2022/03/03,490004.62,315542.77,64.4%,N/A,q2 2024,Marketting,High
GOAL678756,EMP005049,Project Delivery,Achieve project delivery target for the period,2021-11-11,05-09-2022,778774.07,298584.37,38.3%,in progress,Q1 2022,Customer Support,High
GOAL717801,EMP002108,Compliance,Achieve compliance target for the period,"February 20, 2024",2024/04/07,71095.86,40829.56,57.4%,Cancelled,Q4 2023,Cust Support,Medium
GOAL599869,EMP003012,Cost Reduction,Achieve cost reduction target for the period,22/11/2022,28/02/2023,239194.42,61277.98,,overdue,q3 2022,Ops,
GOAL990465,EMP970169,Cost Reduction,Achieve cost reduction target for the period,01-16-2021,,533494.05,122358.99,22.9%,completed,Q2 2024,Engineering,high
GOAL348508,EMP011761,Training Completion,Achieve training completion target for the period,2022/10/01,2023-02-20,826208.63,1136274.02,137.5%,in progress,Q2-2023,Eng,LOW
GOAL533372,EMP008304,Innovation,Achieve innovation target for the period,05-12-2023,"September 22, 2023",308797.04,131504.33,42.6%,N/A,Q1 2024,FINANCE,MEDIUM
GOAL721819,EMP013322,Innovation,Achieve innovation target for the period,2021-09-17,2021-12-13,484086.03,348274.6,71.9%,Cancelled,,Law,
GOAL383025,EMP018445,Revenue Growth,Achieve revenue growth target for the period,2022-10-02,22 Jan 2023,203066.52,129672.33,63.9%,completed,Q3 2022,Procurment,high
GOAL823524,EMP013065,Training Completion,Achieve training completion target for the period,29 Apr 2023,"July 01, 2023",140950.7,106402.58,75.5%,Overdue,2022 Q1,Operatons,N/A
GOAL487803,EMP016268,Innovation,Achieve innovation target for the period,"September 29, 2021",16 Mar 2022,495959.53,592177.76,119.4%,,2023-Q3,Administraton,MEDIUM
GOAL529858,EMP011613,Innovation,Achieve innovation target for the period,03/06/2022,2022-07-28,181477.97,,100.6%,overdue,Q1 2024,Legel,Medium
GOAL746020,EMP000811,Skill Development,Achieve skill development target for the period,01-21-2023,31/05/2023,605023.74,189856.32,31.4%,N/A,2023-Q3,Sale,MEDIUM
GOAL227969,EMP010086,Project Delivery,Achieve project delivery target for the period,06-13-2021,30 Oct 2021,926456.88,615025.67,66.4%,in progress,Q2 2021,admin,LOW
GOAL950904,EMP018846,Innovation,Achieve innovation target for the period,2023-11-30,,162109.38,96462.74,59.5%,Completed,Q2-2023,legal,Low
GOAL949026,EMP017526,Training Completion,Achieve training completion target for the period,31/07/2022,2022-10-24,405428.83,262711.42,64.8%,Overdue,q3 2022,Procurment,
GOAL447882,EMP015550,Innovation,Achieve innovation target for the period,14/04/2022,12/07/2022,740294.63,482132.82,65.1%,,Q4 2023,it,Medium
GOAL472210,EMP003077,Quality Improvement,Achieve quality improvement target for the period,18/12/2023,04-02-2024,699216.31,693864.06,99.2%,,2023-Q3,customer support,N/A
GOAL587788,EMP003358,Skill Development,Achieve skill development target for the period,08 Feb 2022,2022/07/27,353733.96,92465.71,26.1%,overdue,Q1 2022,finance,
GOAL677490,EMP011681,Innovation,Achieve innovation target for the period,"September 09, 2023","December 04, 2023",318862.65,,43.1%,Cancelled,Q1 2023,admin,Medium
GOAL369790,EMP992549,Project Delivery,Achieve project delivery target for the period,2023/07/04,2023-10-15,810801.98,617243.2,76.1%,cancelled,Q1 2023,operations,N/A
GOAL592869,EMP900161,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,2023/08/19,2023-12-06,960126.32,1056295.64,110.0%,,Q3 2021,Proc,Medium
GOAL386387,EMP000705,Quality Improvement,Achieve quality improvement target for the period,19/04/2021,01/07/2021,277891.91,,24.7%,,Q2 2022,ENGINEERING,N/A
GOAL326411,EMP011198,Project Delivery,,05-03-2022,"August 31, 2022",788841.27,362406.03,45.9%,in progress,Q4 2022,Fiance,LOW
GOAL313082,EMP016041,Process Improvement,Achieve process improvement target for the period,2022-03-22,2022-05-05,729255.22,771651.21,105.8%,cancelled,2023-Q3,H.R.,
GOAL429807,EMP013532,Project Delivery,Achieve project delivery target for the period,29 Aug 2023,2023/12/31,216473.59,263019.42,121.5%,,Q4 2023,Administraton,Medium
GOAL904846,EMP015232,Productivity,Achieve productivity target for the period,"April 21, 2023",08-20-2023,739710.45,308954.53,41.8%,N/A,Q3 2021,Mktg,High
GOAL936764,EMP017162,Revenue Growth,Achieve revenue growth target for the period,06-30-2022,2022/11/03,768731.65,591894.61,77.0%,,Q4 2021,Human Resource,High
GOAL540559,EMP012922,Compliance,Achieve compliance target for the period,02-19-2024,28/05/2024,265785.12,146815.97,55.2%,completed,Q3 2021,r&d,
GOAL500871,EMP013166,Revenue Growth,Achieve revenue growth target for the period,08 Aug 2021,18/01/2022,143633.31,190136.15,132.4%,N/A,Q3 2021,Research and Development,high
