review_id,employee_id,review_period,review_date,reviewer_id,performance_score,rating_label,goals_achieved_pct,communication_score,teamwork_score,leadership_score,technical_score,comments,department,created_at
REV644177,EMP011507,Q2 2023,"April 07, 2023",EMP004871,3.2,BELOW AVG,82%,4.2,1.7,1.9,3.9,good performer,Procurment,04-07-2023
REV704445,EMP018917,Q4 2021,27/03/2023,EMP011402,1.6,average,23%,3.0,2.7,3.5,4.1,good performer,Customer service,2023/03/27
REV621313,EMP002685,Q4 2022,"September 28, 2021",EMP007264,,5-Excellent,37%,2.0,2.0,1.5,4.4,EXCEEDED EXPECTATIONS,Customer Support,2021/09/28
REV447160,EMP013328,Q1 2023,2022-08-17,EMP015346,2.1,Good,71%,1.7,3.8,2.4,3.7,Exceeded expectations,finance,2022-08-17
REV727307,EMP013347,Q3 2022,18/04/2023,EMP005749,4.7,AVG,47%,3.6,3.6,,2.1,Reliable and dedicated,Customer Support,"April 18, 2023"
REV270930,EMP016261,Q2 2024,2023/08/08,EMP019200,1.3,GOOD,,,1.5,,2.6,Room for growth,Operatons,"August 08, 2023"
REV600102,EMP015892,Q3 2023,29 Jan 2023,EMP010295,2.8,Excellent,27%,2.2,2.5,3.5,4.9,needs improvement,Research and Development,"January 29, 2023"
REV909321,EMP012108,Q1 2024,2023/03/20,EMP010732,4.5,3 - Average,37%,4.0,1.4,,,EXCEEDED EXPECTATIONS,Research & Dev,"March 20, 2023"
REV454867,EMP015278,Q1 2022,"September 24, 2022",EMP014639,1.3,Below Average,100%,2.0,3.7,3.3,3.6,N/A,it,"September 24, 2022"
REV841088,EMP005661,Q3 2024,"July 03, 2021",EMP010706,2.5,3 - Average,90%,1.8,2.8,2.4,1.9,Needs improvement,Info Tech,03/07/2021
REV151735,EMP013293,Q4 2023,20/01/2021,EMP013526,"""2.6""",3-Avg,59%,2.1,3.0,3.2,4.7,good performer,Fiance,"January 20, 2021"
REV222061,EMP011708,Q4 2023,"November 29, 2023",EMP006864,4.1,Good,70%,4.8,3.9,3.2,,Outstanding leadership,R&D,29 Nov 2023
REV534360,EMP006434,Q2 2023,2021/09/08,EMP011281,3.7 ,excellent,45%,2.3,1.5,4.5,2.0,Reliable and dedicated,customer support,2021-09-08
REV665554,EMP018425,Q3 2024,05-10-2021,EMP006205,2.3,average,43%,1.9,3.1,2.4,2.8,Struggles with deadlines,Operations,2021/05/10
REV290141,EMP014868,Q3 2023,2022/03/28,EMP010329,1.1,5 - Excellent,,4.9,2.1,,2.5,consistent results,R&D,2022-03-28
REV998187,EMP007692,Q1 2024,21 May 2022,EMP012484,3.0,AVG,52%,1.7,3.5,1.9,2.3,Reliable and dedicated,HR,2022/05/21
REV298242,EMP015757,Q4 2022,"April 11, 2024",EMP009027,3.4,4 - Good,58%,2.1,1.8,3.0,1.4,Needs improvement,Legal,11 Apr 2024
REV270564,EMP004184,Q4 2023,20/07/2024,EMP010900,,GOOD,98%,,4.2,2.4,1.1,NEEDS IMPROVEMENT,LEGAL,20/07/2024
REV400288,EMP008211,Q3 2021,02 Jan 2021,EMP001496,,GOOD,87%,2.4,4.3,4.1,3.3,consistent results,OPERATIONS,2021-01-02
REV250604,EMP019863,Q3 2023,"September 13, 2023",EMP014204,4.7,2-Below Average,74%,4.5,1.5,1.6,5.0,N/A,FINANCE,2023-09-13
REV596787,EMP001530,Q2 2023,25/10/2021,EMP001710,4.4,BELOW AVG,100%,3.5,2.7,3.2,3.8,Struggles with deadlines,Procurment,"October 25, 2021"
REV323811,EMP013350,Q2 2022,11/11/2023,EMP011068,3.5,Poor,88%,1.2,1.5,2.9,4.5,Good performer,customer support,11/11/2023
REV316687,EMP018773,Q1 2021,2023/06/01,EMP000433,"""1.6""",5 - Excellent,40%,2.1,4.5,1.5,,Reliable and dedicated,Law,01/06/2023
REV593888,EMP002228,Q3 2023,2023/10/01,EMP005257,2.1,Good,,1.7,1.1,2.9,2.2,EXCEEDED EXPECTATIONS,H.R.,10-01-2023
REV809295,EMP003936,Q1 2023,2023-03-07,EMP013761,2.3,2-Below Average,77%,1.2,2.5,2.9,,Good performer,operations,"March 07, 2023"
REV402600,EMP015090,Q3 2022,"December 13, 2023",EMP016631,3.0,Average,69%,1.6,4.1,4.0,4.8,Excellent communicator,legal,13 Dec 2023
REV320864,EMP017416,Q1 2021,19/09/2023,EMP004638,,Average,95%,1.9,2.0,3.8,1.1,,ADMIN,2023-09-19
REV287463,EMP009786,Q3 2024,02-09-2021,EMP009918,4.7,Excellent,68%,3.4,3.9,3.7,1.2,Excellent communicator,Research & Dev,2021/02/09
REV777529,EMP005864,Q3 2021,04-10-2022,EMP011365,2.4,EXCELLENT,96%,2.4,3.9,2.0,4.7,NEEDS IMPROVEMENT,Slaes,"April 10, 2022"
REV151808,EMP016672,Q2 2023,01-12-2021,EMP011208,4.0,2-Below Average,70%,1.1,3.5,5.0,1.2,Struggles with deadlines,Engineering,2021-01-12
REV901607,EMP011097,Q2 2022,2021-04-14,EMP016083,3.3,Below Avg,91%,4.4,1.4,1.7,3.3,needs improvement,Customer Support,04-14-2021
REV437971,EMP005482,Q3 2021,"May 07, 2022",EMP007633,3.6,Average,92%,2.8,2.9,1.4,4.1,N/A,Administration,2022-05-07
REV812418,EMP009190,Q1 2023,17/01/2021,EMP010414,1.7,EXCELLENT,31%,1.8,1.8,4.3,1.3,Great team player,Administration,2021-01-17
REV299593,EMP007119,Q4 2021,04-22-2024,EMP002773,3.0,3-Avg,77%,,3.3,3.7,3.7,Consistent results,Administration,"April 22, 2024"
REV336282,EMP004717,Q3 2024,2023-04-07,EMP007301,2.9 ,3-Avg,86%,4.5,,3.9,4.1,good performer,SALES,2023-04-07
REV111662,EMP018518,Q4 2023,31/03/2024,,2.3,Good,31%,2.5,2.0,2.5,3.5,Outstanding leadership,Operations,31 Mar 2024
REV384680,EMP002172,Q2 2024,08/10/2022,EMP004007,4.6,GOOD,84%,4.8,4.4,,3.9,Needs improvement,PROCUREMENT,10-08-2022
REV283675,EMP004991,Q1 2024,"March 02, 2024",EMP005385,3.8,Good,67%,2.1,2.6,4.6,3.1,,r&d,02 Mar 2024
REV205931,EMP009217,Q3 2022,23 Jul 2022,EMP012617,4.6,3-Avg,45%,1.1,2.8,4.3,1.8,good performer,r&d,23 Jul 2022
REV321937,EMP011240,Q42023,19/03/2022,EMP010097,4.4,GOOD,,3.2,1.3,5.0,1.7,,Enginering,03-19-2022
REV742504,EMP019985,Q4 2022,04 Apr 2024,EMP009957,2.6,Good,55%,4.8,4.6,1.4,4.1,,OPERATIONS,2024-04-04
REV528442,EMP004330,Q3 2023,01/04/2023,EMP007395,1.0,4 - Good,31%,1.2,1.1,3.2,4.7,Exceeded expectations,IT,"April 01, 2023"
REV416608,EMP016056,Q4 2022,"September 30, 2023",EMP004325,4.6,AVG,62%,1.2,4.3,2.8,1.7,EXCEEDED EXPECTATIONS,Info Tech,09-30-2023
REV542080,EMP016051,Q1 2021,16 Feb 2021,EMP019531,"""3.9""",average,35%,4.2,5.0,1.9,4.2,Struggles with deadlines,R&D,2021-02-16
REV421710,EMP000712,Q2 2022,09 Nov 2023,EMP017710,2.1,BELOW AVG,58%,3.9,4.3,4.5,3.7,NEEDS IMPROVEMENT,Finance,"November 09, 2023"
REV557579,EMP002695,Q1 2024,2024-04-15,EMP000582,1.9,Below Average,50%,1.4,3.2,1.3,3.0,Struggles with deadlines,LEGAL,15 Apr 2024
REV249379,EMP014534,Q3 2021,2023-02-22,EMP010151,1.6,4 - Good,100%,1.2,3.3,4.0,1.0,consistent results,operations,2023-02-22
REV686487,EMP009073,Q1 2022,09/12/2023,EMP003655,1.6,4-Good,63%,4.9,3.0,4.1,2.8,Shows initiative,Research and Development,"December 09, 2023"
REV750989,EMP008527,Q3 2024,"April 24, 2024",EMP001690,2.3 ,4-Good,53%,,3.7,1.5,1.6,Room for growth,ADMIN,24/04/2024
REV241217,EMP012082,Q1 2024,2023/10/28,EMP004445,4.1 ,Good,75%,3.4,4.9,3.2,1.2,Reliable and dedicated,IT,10-28-2023
REV666883,EMP019565,Q2 2022,2022/04/26,EMP014610,3.1,BELOW AVG,96%,4.3,1.5,3.0,2.6,Outstanding leadership,Humaan Resources,26 Apr 2022
REV455425,EMP010263,Q2 2024,"October 04, 2021",,1.2,5-Excellent,98%,4.0,3.0,4.6,2.4,Outstanding leadership,human resources,2021-10-04
REV129806,EMP006032,Q2 2021,19/02/2024,EMP001285,4.7,3 - Average,65%,1.1,4.3,3.9,2.6,Shows initiative,Legal,19 Feb 2024
REV411242,EMP004217,Q4 2021,23 Apr 2022,EMP011739,4.8,3 - Average,80%,,3.4,,2.8,,Operatons,23/04/2022
REV103753,EMP009813,Q4 2023,"June 08, 2023",EMP010214,2.3,EXCELLENT,21%,2.5,1.2,3.4,2.6,Shows initiative,Research & Dev,"June 08, 2023"
REV976832,EMP001575,Q3 2021,2021/09/28,EMP019952,1.8,EXCELLENT,98%,3.2,,3.5,1.4,Great team player,legal,28 Sep 2021
REV368664,EMP000760,Q3 2024,2022-02-07,EMP007566,1.8,Good,76%,3.3,2.4,,2.7,Good performer,it,07 Feb 2022
REV978529,EMP004583,Q1 2021,"October 12, 2022",,4.8,Excellent,74%,1.4,1.1,4.3,3.7,Consistent results,Slaes,12/10/2022
REV552580,EMP003890,Q3 2021,2023-09-11,EMP015230,2.6,below average,72%,1.5,2.4,3.0,3.8,Consistent results,Law,09-11-2023
REV640053,EMP004149,Q4 2022,"February 03, 2023",EMP000590,3.1,AVG,72%,2.6,4.5,1.8,3.3,N/A,finance,03 Feb 2023
REV501790,EMP014128,Q3 2024,07 Feb 2021,EMP008350,4.9,4 - Good,55%,1.6,3.7,4.8,4.6,Room for growth,Proc,2021/02/07
REV694274,EMP019282,Q3 2021,2021-08-17,EMP000778,1.4,3-Avg,26%,2.0,4.4,3.8,4.3,Needs improvement,Finance,08-17-2021
REV852117,EMP008898,Q1 2022,11-02-2021,,3.9,Average,58%,4.1,3.2,3.1,4.7,Meets expectations,Research & Dev,11-02-2021
REV690034,EMP003671,Q4 2022,"May 06, 2022",EMP018912,3.7,4-Good,64%,1.0,3.8,3.7,3.9,Outstanding leadership,Cust Support,"May 06, 2022"
REV343831,EMP003030,Q1 2024,10-05-2021,EMP017375,2.2,Average,80%,4.4,2.3,,4.4,Great team player,Human Resources,"October 05, 2021"
REV849481,EMP001790,Q4 2021,2023-07-01,EMP006162,4.2,4-Good,64%,2.5,2.5,2.7,1.3,Room for growth,Procurment,2023/07/01
REV235412,EMP012782,Q1 2022,05-16-2022,EMP018780,3.4,good,81%,3.9,2.5,1.6,2.6,Meets expectations,Ops,"May 16, 2022"
REV660571,EMP009760,Q3 2024,"November 04, 2021",EMP003632,4.9,EXCELLENT,22%,1.7,2.5,3.4,2.3,EXCEEDED EXPECTATIONS,operations,2021/11/04
REV851657,EMP013435,Q32021,2023/03/13,EMP012639,1.0,2-Below Average,93%,1.2,1.6,3.8,1.2,Reliable and dedicated,Research & Dev,03-13-2023
REV365901,EMP005095,Q3 2022,04-26-2023,,2.8,GOOD,42%,3.8,1.4,3.1,3.2,Excellent communicator,R&D,26 Apr 2023
REV369265,EMP019483,Q1 2023,04-04-2024,EMP015181,3.6,Excellent,30%,1.4,4.2,1.4,4.2,Meets expectations,H.R.,04/04/2024
REV587089,EMP015025,Q2 2021,02 Dec 2023,EMP016259,4.7,4-Good,24%,4.7,4.2,3.8,1.0,needs improvement,Legal,"December 02, 2023"
REV833867,EMP007963,Q1 2023,2023-04-27,EMP005277,1.2,average,20%,4.4,3.6,2.8,4.8,EXCEEDED EXPECTATIONS,Marketting,2023/04/27
REV450067,EMP003394,Q1 2023,28/07/2022,,1.9,average,86%,4.2,3.8,4.6,3.9,Reliable and dedicated,customer support,28 Jul 2022
REV530452,EMP007981,Q2 2021,2024/09/20,EMP006539,2.3,AVG,49%,,1.8,,2.3,Exceeded expectations,IT,20/09/2024
REV120158,EMP018876,Q4 2021,08 Sep 2023,EMP009997,2.7,GOOD,57%,4.9,2.7,3.8,2.4,,Customer Support,"September 08, 2023"
REV765644,EMP009550,Q12024,"March 17, 2023",EMP007369,4.0,GOOD,59%,2.3,2.0,1.8,4.4,Struggles with deadlines,I.T.,03-17-2023
REV648361,EMP012583,Q4 2023,2021/11/14,EMP008460,1.3,3-Avg,76%,4.4,2.7,4.9,1.3,Great team player,CS,14/11/2021
REV679068,EMP009863,Q4 2021,15 Dec 2023,EMP017745,1.1,good,94%,1.2,1.3,1.4,3.4,EXCEEDED EXPECTATIONS,Finance,15/12/2023
REV689386,EMP011864,Q1 2022,09/03/2023,EMP008458,,average,79%,4.0,5.0,1.1,2.8,Struggles with deadlines,CS,"March 09, 2023"
REV459767,EMP006943,Q4 2021,2021-09-17,EMP003868,4.7,average,,2.3,1.8,1.7,4.3,Exceeded expectations,Human Resources,"September 17, 2021"
REV535543,EMP016181,Q1 2022,2021/01/07,EMP009386,1.5 ,good,32%,1.4,,1.3,1.9,Struggles with deadlines,finance,07/01/2021
REV553624,EMP014887,Q2 2022,"April 18, 2024",EMP004674,1.9,4-Good,36%,3.6,3.7,4.0,3.6,consistent results,Sale,2024-04-18
REV110816,EMP017471,Q3 2024,"June 20, 2023",EMP004288,1.4,3 - Average,99%,2.2,1.6,3.5,4.8,Consistent results,Administraton,2023-06-20
REV705740,EMP004359,Q4 2022,2021-08-13,EMP016565,1.3,AVG,77%,4.0,1.2,4.3,4.9,Outstanding leadership,Customer service,2021/08/13
REV744486,EMP019575,Q2 2023,20/04/2021,EMP005300,,excellent,42%,2.9,2.9,3.6,5.0,Meets expectations,Sales,"April 20, 2021"
REV663365,EMP018013,Q3 2023,"June 07, 2023",EMP018982,3.3,good,44%,2.7,4.0,2.0,4.8,,Cust Support,07 Jun 2023
REV804603,EMP018993,Q4 2021,28/06/2024,EMP017297,3.8,2-Below Average,76%,4.4,1.9,4.4,4.0,Reliable and dedicated,LEGAL,28/06/2024
REV312435,EMP016109,Q2 2022,20 Mar 2024,,1.0,AVG,97%,2.4,2.4,,2.3,Outstanding leadership,Mktg,"March 20, 2024"
REV898344,EMP003032,Q1 2022,"May 26, 2024",EMP004535,3.7,1-Poor,56%,3.7,3.7,2.2,1.5,Room for growth,Sales,2024/05/26
REV994712,EMP014246,Q1 2023,10 Jan 2024,EMP016624,3.0,4 - Good,47%,2.2,4.3,1.9,1.4,Reliable and dedicated,Eng,2024-01-10
REV759787,EMP006886,Q3 2024,09-10-2021,EMP008988,2.1,5-Excellent,62%,4.1,2.6,3.5,3.1,NEEDS IMPROVEMENT,Admin,2021-09-10
REV648241,EMP007402,Q12023,2021-09-27,EMP006590,5.0,poor,87%,3.8,4.9,,3.9,Excellent communicator,Fiance,27 Sep 2021
REV220844,EMP013049,Q1 2024,15 Aug 2022,EMP012608,2.6,excellent,62%,3.5,1.6,4.1,3.0,NEEDS IMPROVEMENT,FINANCE,2022-08-15
REV165866,EMP008016,Q3 2023,02-26-2021,EMP003488,4.2,good,29%,3.2,1.8,3.1,3.2,Reliable and dedicated,admin,2021/02/26
REV388333,EMP938399,Q12024,"October 04, 2021",EMP017932,4.7,Average,41%,2.1,3.4,3.2,2.8,needs improvement,Law,2021-10-04
REV985987,EMP006845,Q3 2022,2021/10/06,EMP000647,3.9,4 - Good,86%,3.3,1.7,4.3,,N/A,Ops,2021/10/06
REV711735,EMP005213,Q3 2024,2023/12/27,EMP005636,1.3,average,92%,1.9,3.7,,4.2,Shows initiative,sales,"December 27, 2023"
REV220779,EMP019687,Q3 2021,03-20-2023,EMP009777,"""4.9""",GOOD,86%,4.1,1.4,3.2,1.4,Exceeded expectations,procurement,20/03/2023
REV362322,EMP007984,Q4 2021,2022/01/14,EMP000744,4.4,5-Excellent,33%,2.4,1.9,2.4,2.6,Room for growth,admin,"January 14, 2022"
REV650890,EMP001621,Q4 2021,21/12/2021,EMP006300,1.0,3-Avg,,3.1,3.5,,4.3,consistent results,it,12-21-2021
REV226096,EMP007318,Q1 2021,2023/02/23,EMP003579,2.5,good,22%,1.9,1.9,3.4,4.6,Shows initiative,Customer Support,23 Feb 2023
REV724290,EMP018423,Q4 2023,09/10/2021,EMP012566,1.6,Average,99%,2.2,2.2,3.8,1.9,Excellent communicator,Cust Support,2021-10-09
REV723639,EMP018970,Q4 2023,16 Feb 2021,EMP013767,3.9 ,EXCELLENT,66%,4.8,1.6,4.1,4.7,,PROCUREMENT,2021/02/16
REV526483,EMP018317,Q2 2024,03/08/2023,EMP001005,2.4,3 - Average,47%,,2.5,3.4,2.1,Shows initiative,finance,03 Aug 2023
REV181180,EMP019739,Q1 2022,2023/07/11,EMP012721,4.8,3 - Average,40%,3.8,2.3,4.4,1.5,EXCEEDED EXPECTATIONS,Legel,11 Jul 2023
REV437690,EMP018428,Q1 2023,"October 03, 2022",EMP012759,3.0,good,85%,1.0,1.0,2.9,4.1,good performer,CS,10-03-2022
REV640363,EMP012253,Q2 2022,2023-09-07,EMP012318,3.9,good,68%,2.2,2.8,3.2,4.3,Room for growth,Enginering,09-07-2023
REV898400,EMP011955,Q4 2023,"December 13, 2023",,1.6,excellent,74%,4.8,1.8,4.1,2.0,Reliable and dedicated,Law,13 Dec 2023
REV843342,EMP004133,Q4 2021,15/04/2021,,2.7,good,58%,1.9,4.0,2.0,1.8,Struggles with deadlines,Marketing,2021/04/15
REV627866,EMP982803,Q4 2022,2021-07-18,EMP013175,"""1.7""",Good,100%,3.9,4.9,3.5,3.7,Meets expectations,Procurement,"July 18, 2021"
REV381778,EMP015707,Q1 2022,01-23-2024,EMP013292,1.7,excellent,64%,3.7,1.2,1.4,2.7,Meets expectations,Engineerng,"January 23, 2024"
REV872399,EMP015338,Q2 2024,21/06/2023,EMP007844,2.1,AVG,33%,2.5,3.4,3.5,1.0,Exceeded expectations,Sale,2023/06/21
REV948812,EMP000016,Q1 2022,2023-07-15,EMP009769,4.0,Poor,64%,4.2,1.3,3.7,2.0,NEEDS IMPROVEMENT,Procurement,07-15-2023
REV215443,EMP016545,Q4 2023,2022/08/09,EMP002532,2.7,Excellent,61%,3.4,3.0,5.0,3.0,good performer,Eng,09/08/2022
REV676017,EMP000888,Q2 2023,09-28-2022,EMP007149,1.8,Below Average,100%,3.4,2.2,4.9,4.6,Outstanding leadership,legal,"September 28, 2022"
REV800902,EMP005045,Q3 2024,2021-12-26,EMP001396,,Average,40%,4.9,3.0,1.6,2.1,NEEDS IMPROVEMENT,operations,"December 26, 2021"
REV230318,EMP001551,Q3 2023,22 Jan 2024,EMP006472,2.9,3 - Average,60%,1.9,3.0,1.1,4.0,Room for growth,R&D,22/01/2024
REV638378,EMP009680,Q3 2024,2023/01/01,EMP000158,3.6,3-Avg,75%,4.5,,4.2,4.6,Meets expectations,PROCUREMENT,01-01-2023
REV190793,EMP015058,Q4 2022,09-27-2022,EMP009787,3.5,BELOW AVG,41%,1.6,3.0,1.3,5.0,Room for growth,HR,09-27-2022
REV276168,EMP004735,Q2 2022,2021-01-18,EMP006536,4.2,5-Excellent,57%,2.7,1.7,3.9,4.3,,Fiance,2021/01/18
REV419511,EMP000734,Q1 2024,27/03/2022,EMP012697,4.5,3-Avg,43%,1.7,4.4,4.3,4.9,Meets expectations,ADMIN,"March 27, 2022"
REV313510,EMP018670,Q2 2023,"April 15, 2023",EMP012644,3.8,excellent,53%,2.1,3.9,4.6,1.0,Good performer,Operatons,04-15-2023
REV490015,EMP008683,Q4 2021,2024/02/24,EMP004539,4.9,Excellent,41%,4.4,2.1,3.4,3.0,needs improvement,human resources,2024-02-24
REV296927,EMP009464,Q2 2024,2021/04/03,EMP012310,3.8,average,47%,2.4,4.1,3.6,2.0,,MARKETING,2021-04-03
REV370266,EMP015253,Q3 2024,2024/03/07,EMP000456,,5 - Excellent,32%,1.7,1.3,4.3,4.4,NEEDS IMPROVEMENT,R&D,2024/03/07
REV664743,EMP916685,Q1 2022,24/01/2024,EMP013521,3.6,Excellent,49%,1.7,4.0,3.4,3.3,good performer,Slaes,2024/01/24
REV870955,EMP010568,Q1 2022,2021/12/26,EMP013043,,3-Avg,76%,4.7,1.1,1.4,4.4,Great team player,Engineerng,26 Dec 2021
REV242549,EMP009915,Q1 2022,04/11/2022,EMP016289,2.8 ,GOOD,57%,,4.9,3.1,3.2,Reliable and dedicated,Admin,2022-11-04
REV733706,EMP005446,Q2 2023,25/02/2024,EMP009984,1.5,4 - Good,40%,2.1,4.7,4.5,2.5,Meets expectations,Proc,"February 25, 2024"
REV715190,EMP010808,Q3 2021,15 Feb 2021,EMP019747,3.2,4-Good,31%,2.9,2.4,4.6,1.4,Exceeded expectations,Mktg,02-15-2021
REV556976,EMP007160,Q2 2022,09-13-2021,EMP006652,"""1.3""",BELOW AVG,90%,1.8,2.6,4.3,,Great team player,customer support,09-13-2021
REV598834,EMP004771,Q4 2022,2024/01/22,EMP014457,4.6,4-Good,23%,2.0,2.0,1.7,3.0,Meets expectations,Enginering,22 Jan 2024
REV116207,EMP997146,Q1 2022,2023-11-18,EMP001013,3.4,excellent,50%,1.1,2.3,2.6,1.4,,ADMIN,"November 18, 2023"
REV625918,EMP015053,Q3 2024,2021-11-21,EMP019871,3.3,BELOW AVG,74%,4.3,3.9,,,Great team player,Legel,21 Nov 2021
REV461647,EMP985441,Q1 2024,"July 18, 2024",EMP009449,"""3.6""",Below Avg,37%,2.0,2.1,4.9,3.9,needs improvement,Administraton,"July 18, 2024"
REV101680,EMP019747,Q1 2022,2022-11-19,EMP016100,3.8,good,90%,1.9,,,3.7,N/A,Administration,19 Nov 2022
REV542646,EMP013658,Q4 2021,2022/12/30,EMP003495,2.3,Good,42%,3.3,4.4,3.5,2.4,Good performer,legal,30 Dec 2022
REV371681,EMP002245,Q3 2022,15 Jan 2021,EMP014922,4.0,Below Avg,57%,4.0,2.5,3.3,3.0,Outstanding leadership,sales,2021-01-15
REV765670,EMP014868,Q32023,08 Apr 2021,EMP003421,"""1.6""",Below Avg,75%,2.2,3.1,2.6,4.4,Shows initiative,admin,04-08-2021
REV438649,EMP002593,Q12024,10-26-2022,EMP010509,3.1,4 - Good,45%,4.4,1.8,3.4,3.6,good performer,it,2022/10/26
REV972107,EMP000627,Q4 2023,07-06-2022,EMP017335,1.0,3-Avg,24%,5.0,4.6,1.9,3.8,Shows initiative,Information Technology,07-06-2022
REV222061,EMP011708,Q4 2023,"November 29, 2023",EMP006864,4.1,Good,70%,4.8,3.9,3.2,,Outstanding leadership,R&D,29 Nov 2023
REV871950,EMP018968,Q1 2021,09/05/2022,EMP010379,4.5,Good,56%,3.5,,3.3,3.9,EXCEEDED EXPECTATIONS,Customer Support,2022-05-09
REV584253,EMP016792,Q4 2022,"October 06, 2023",EMP018438,3.5,GOOD,,3.1,,4.5,1.4,needs improvement,Human Resources,06 Oct 2023
REV235402,EMP010879,Q3 2023,22/03/2021,EMP011403,,1 - Poor,66%,1.7,3.0,2.4,3.5,EXCEEDED EXPECTATIONS,operations,22/03/2021
REV389236,EMP000793,Q2 2022,05-01-2023,EMP017854,1.8,Average,66%,,2.2,5.0,4.2,Shows initiative,Engineering,05-01-2023
REV770705,EMP013350,Q3 2023,2023-06-15,EMP001419,2.3,3-Avg,73%,3.2,2.6,4.3,2.6,Consistent results,Law,06-15-2023
REV139443,EMP010069,Q4 2023,08 Sep 2021,EMP011792,1.8,GOOD,49%,2.9,2.7,,2.5,Outstanding leadership,IT,2021/09/08
REV373475,EMP011817,Q1 2024,"March 02, 2023",EMP016242,2.2,3-Avg,49%,3.5,3.4,4.1,1.3,N/A,r&d,2023-03-02
REV447002,EMP985921,Q22024,2024/06/19,EMP000935,3.3,EXCELLENT,53%,4.2,5.0,1.9,2.9,Outstanding leadership,Marketing,19 Jun 2024
REV998054,EMP019337,Q3 2021,28/11/2021,EMP004757,2.2,BELOW AVG,54%,1.4,1.0,3.8,3.4,Struggles with deadlines,Admin,2021/11/28
REV304242,EMP007299,Q1 2023,2021-07-08,EMP003493,2.3,2-Below Average,21%,1.5,1.5,2.7,4.7,NEEDS IMPROVEMENT,Fin,08/07/2021
REV418650,EMP908538,Q2 2021,2024-08-28,EMP018870,4.8,1 - Poor,76%,1.7,1.5,2.4,1.9,Consistent results,Ops,"August 28, 2024"
REV309951,EMP010189,Q1 2023,2022-04-29,EMP014154,2.1,Below Average,51%,4.5,3.0,3.2,4.2,NEEDS IMPROVEMENT,Administration,"April 29, 2022"
REV601935,EMP016533,Q2 2023,"August 09, 2022",EMP012215,4.3,4-Good,84%,4.9,3.0,1.4,1.5,consistent results,RnD,08-09-2022
REV563840,EMP011252,Q2 2024,2022/03/21,EMP011314,2.1,2-Below Average,21%,4.6,4.2,1.5,1.1,Good performer,Marketing,2022/03/21
REV185901,EMP008838,Q3 2021,2024/04/28,EMP009751,4.2,5-Excellent,41%,1.3,1.6,1.4,3.4,Consistent results,Slaes,04-28-2024
REV859925,EMP013115,Q4 2022,2023/07/27,EMP012347,2.9,3 - Average,26%,4.4,4.3,1.1,3.7,Exceeded expectations,Marketing,2023-07-27
REV242090,EMP005548,Q4 2021,10-03-2021,EMP000196,2.6,good,81%,3.9,2.0,4.8,3.4,NEEDS IMPROVEMENT,Sales,2021/10/03
REV181024,EMP013495,Q4 2022,2022-03-25,EMP013115,4.3,Below Avg,62%,2.8,4.9,,3.2,consistent results,operations,25 Mar 2022
REV370707,EMP010330,Q3 2021,10-09-2021,EMP013590,1.1,AVG,78%,2.0,4.1,3.3,1.4,,Admin,09/10/2021
REV216136,EMP006984,Q1 2021,2022-12-16,EMP005055,,4-Good,76%,,4.4,1.4,2.0,consistent results,finance,12-16-2022
REV348139,EMP002584,Q2 2024,"March 20, 2024",EMP002702,3.0,Average,69%,4.0,5.0,2.4,1.3,N/A,Sales,"March 20, 2024"
REV569004,EMP013908,Q2 2023,31 Aug 2022,EMP007249,2.3,GOOD,43%,1.3,,4.7,4.1,needs improvement,ADMIN,08-31-2022
REV533472,EMP018855,Q1 2024,03-13-2021,EMP012016,,GOOD,83%,,3.8,2.2,2.3,consistent results,it,13 Mar 2021
REV172584,EMP007170,Q2 2021,2023-06-16,EMP007834,1.6,Good,91%,2.0,3.0,4.9,2.8,Exceeded expectations,IT,2023/06/16
REV340195,EMP956501,Q1 2024,22 Oct 2022,EMP006653,2.1,4-Good,50%,3.2,4.1,1.6,4.3,Needs improvement,ADMIN,2022/10/22
REV920253,EMP005469,Q1 2024,08-27-2022,EMP019012,,5-Excellent,77%,2.1,2.9,1.6,4.4,,MARKETING,"August 27, 2022"
REV760672,EMP004277,Q4 2023,2023-09-26,EMP013265,4.7,average,99%,3.1,4.9,3.9,4.0,Meets expectations,Law,26/09/2023
REV586477,EMP004109,Q2 2022,2021-04-28,EMP006466,2.8,Poor,22%,3.6,3.6,,2.5,Great team player,Mktg,2021/04/28
REV302541,EMP004597,Q3 2022,30 Mar 2022,EMP005548,1.3,Below Avg,58%,4.5,,2.4,2.1,Great team player,Information Technology,2022-03-30
REV419010,EMP007645,Q3 2022,02 Aug 2024,EMP005305,2.5,good,,,,3.9,3.6,Struggles with deadlines,Info Tech,2024/08/02
REV620276,EMP929084,Q2 2022,2021/07/26,,1.4,4 - Good,98%,5.0,1.3,2.4,4.1,Meets expectations,r&d,2021-07-26
REV175999,EMP015975,Q1 2021,15 Jun 2022,EMP010751,4.7,4-Good,73%,4.0,3.4,3.1,3.2,Exceeded expectations,Research and Development,2022-06-15
REV439989,EMP010830,Q2 2021,"July 31, 2021",EMP017982,4.5,2-Below Average,70%,,3.6,,2.2,,Ops,2021-07-31
REV998588,EMP005124,Q2 2022,06-30-2021,EMP000411,1.9,4-Good,25%,1.5,4.8,,2.6,,finance,2021-06-30
